Tweet,Target,Stance
thoroughly agree betsy landers parents monitoring children 's activities via technology crossing line invasion privacy cyber savvy involved. highly cyber savvy father two teenaged daughters loathe invasion privacy consider responsibility help keep safe. thankfully limited control daughters sight. case might never make enough mistakes learn grow adults. however know psychology medicine human beings fully develop executive functions well late teens early twenties. remain vulnerable predatory influences via cybernetic technology. granting children untrammeled freedom cybernetic world represents least eyes abrogating responsibilities daughters father. someone 's got adult parent child dynamic kids wonderful. mark gary blumenthal md mph knoxville tn,privacy,AGAINST
61 year old parent two late 20 year olds think helicopter parents think monitor kids nth degree destroy relationship minds. particular gold make rules relationship master servant. want kids quit school waitresses bartenders get back keep repeating pay bills. want lawyer doctor mba phd family learn respect autonomy still providing support. respect autonomy starts early grows child grows. years 13 18 critical. child learn self control learn let go respect childs autonomy. otherwise explosion hit 18,privacy,NEUTRAL
thoroughly agree betsy landers parents monitoring children 's activities via technology crossing line invasion privacy cyber savvy involved. highly cyber savvy father two teenaged daughters loathe invasion privacy consider responsibility help keep safe. thankfully limited control daughters sight. case might never make enough mistakes learn grow adults. however know psychology medicine human beings fully develop executive functions well late teens early twenties. remain vulnerable predatory influences via cybernetic technology. granting children untrammeled freedom cybernetic world represents least eyes abrogating responsibilities daughters father. someone 's got adult parent child dynamic kids wonderful. mark gary blumenthal md mph knoxville tn,privacy,AGAINST
thoroughly agree betsy landers parents monitoring children 's activities via technology crossing line invasion privacy cyber savvy involved. highly cyber savvy father two teenaged daughters loathe invasion privacy consider responsibility help keep safe. thankfully limited control daughters sight. case might never make enough mistakes learn grow adults. however know psychology medicine human beings fully develop executive functions well late teens early twenties. remain vulnerable predatory influences via cybernetic technology. granting children untrammeled freedom cybernetic world represents least eyes abrogating responsibilities daughters father. someone 's got adult parent child dynamic kids wonderful. mark gary blumenthal md mph knoxville tn,privacy,AGAINST
thoroughly agree betsy landers parents monitoring children 's activities via technology crossing line invasion privacy cyber savvy involved. highly cyber savvy father two teenaged daughters loathe invasion privacy consider responsibility help keep safe. thankfully limited control daughters sight. case might never make enough mistakes learn grow adults. however know psychology medicine human beings fully develop executive functions well late teens early twenties. remain vulnerable predatory influences via cybernetic technology. granting children untrammeled freedom cybernetic world represents least eyes abrogating responsibilities daughters father. someone 's got adult parent child dynamic kids wonderful. mark gary blumenthal md mph knoxville tn,privacy,NEUTRAL
61 year old parent two late 20 year olds think helicopter parents think monitor kids nth degree destroy relationship minds. particular gold make rules relationship master servant. want kids quit school waitresses bartenders get back keep repeating pay bills. want lawyer doctor mba phd family learn respect autonomy still providing support. respect autonomy starts early grows child grows. years 13 18 critical. child learn self control learn let go respect childs autonomy. otherwise explosion hit 18,privacy,AGAINST
61 year old parent two late 20 year olds think helicopter parents think monitor kids nth degree destroy relationship minds. particular gold make rules relationship master servant. want kids quit school waitresses bartenders get back keep repeating pay bills. want lawyer doctor mba phd family learn respect autonomy still providing support. respect autonomy starts early grows child grows. years 13 18 critical. child learn self control learn let go respect childs autonomy. otherwise explosion hit 18,privacy,NEUTRAL
61 year old parent two late 20 year olds think helicopter parents think monitor kids nth degree destroy relationship minds. particular gold make rules relationship master servant. want kids quit school waitresses bartenders get back keep repeating pay bills. want lawyer doctor mba phd family learn respect autonomy still providing support. respect autonomy starts early grows child grows. years 13 18 critical. child learn self control learn let go respect childs autonomy. otherwise explosion hit 18,privacy,NEUTRAL
function basic governmental function job surely done economically direct government supervision employees job. privatization profit overhead goverment agents contracting overseeing contract. ohio governor wants sell publicly owned prisons private contractors says become profitable says governor 's thinking working well. pays bill private contractor. -- government. plus profit overhead competing contract overseeing contract properly carried. also contracting jobs opens door politicians giving contracts favorites. civil service regulations prohibits corruption direct government employees,privatization,FAVOR
function basic governmental function job surely done economically direct government supervision employees job. privatization profit overhead goverment agents contracting overseeing contract. ohio governor wants sell publicly owned prisons private contractors says become profitable says governor 's thinking working well. pays bill private contractor. -- government. plus profit overhead competing contract overseeing contract properly carried. also contracting jobs opens door politicians giving contracts favorites. civil service regulations prohibits corruption direct government employees,privatization,NEUTRAL
'm sick proponents glorifying benefits outsourcing americans lost jobs thanks lobbyists political leanings wall streets focus bottom line. correlation high unemployment rate outsourcing. shoring appropriate word one millions whose job gone shoring outsourcing mean thing job. biggest fear tea partiers republicans finish taking government apart rataionale getting spending control unemployment may higher. outsourcing mantra cheapest lowest cost neighbors children pay cost. wages paid india china brazil enough support american lifestyles communities housing. seen devastation outsourcing done communities 've traveled longer support. devastating cost long outweighed benefits,privatization,FAVOR
done worked civil servant along side private contractors. sadly nicole gelinas nailed 's cure real proble incompetent managers. surprise surprise managers always keep jobs private contractors displace civil servants grunt work. somebody 's got mismanage contractors right,privatization,FAVOR
large corporate institutions pushed outsourcing military functions caused skyrocketing costs provide basic logistics services forward deployed units. civil workers generally paid less get full benefits packages. overall cost far less subcontracting much higher paid layer executives take money wine dine government hacks make decision contract renewals. 's rife corruption ...,privatization,NEUTRAL
large corporate institutions pushed outsourcing military functions caused skyrocketing costs provide basic logistics services forward deployed units. civil workers generally paid less get full benefits packages. overall cost far less subcontracting much higher paid layer executives take money wine dine government hacks make decision contract renewals. 's rife corruption ...,privatization,NEUTRAL
function basic governmental function job surely done economically direct government supervision employees job. privatization profit overhead goverment agents contracting overseeing contract. ohio governor wants sell publicly owned prisons private contractors says become profitable says governor 's thinking working well. pays bill private contractor. -- government. plus profit overhead competing contract overseeing contract properly carried. also contracting jobs opens door politicians giving contracts favorites. civil service regulations prohibits corruption direct government employees,privatization,NEUTRAL
large corporate institutions pushed outsourcing military functions caused skyrocketing costs provide basic logistics services forward deployed units. civil workers generally paid less get full benefits packages. overall cost far less subcontracting much higher paid layer executives take money wine dine government hacks make decision contract renewals. 's rife corruption ...,privatization,NEUTRAL
function basic governmental function job surely done economically direct government supervision employees job. privatization profit overhead goverment agents contracting overseeing contract. ohio governor wants sell publicly owned prisons private contractors says become profitable says governor 's thinking working well. pays bill private contractor. -- government. plus profit overhead competing contract overseeing contract properly carried. also contracting jobs opens door politicians giving contracts favorites. civil service regulations prohibits corruption direct government employees,privatization,NEUTRAL
ideological undercurrent whole debate whether believe government enough job. question state institutions able run publicly paid institutions reflect public 's needs. fiscal conservatives n't want limit government want outsource. private sector interested profit. public sector interested fulfilling public 's interest. without government. shell whose surface big smiling millionaires high paid lobbyists n't provide service bureaucracy. bring idea government back,privatization,NEUTRAL
must understand privatize industry run government long term cost us money taxpayers less oversight industries. profit added economic paradigm lieu non profit management. profit margin figured economic model formerly profit entity eventually cost us. plus corporations rights privacy public little access prisons water treatment facilities like actually run managed,privatization,NEUTRAL
n't think matters work rather managing workers overall spending. 've seen things done house take mta city run agencies abyssmal failure. 've also seen comes hr functions outsourced india customers left haivng deal people huge cultural differences yes sir ... sir .... thank asking sir well ... certainly help sir ... thank providing informatino sir blah blah ability think rather solely reading lines manual. matters intentions top. management truly cares job done well matter type workers hire. n't find right workers 'll keep firing staff increasing salaries whatever else takes,privatization,NEUTRAL
people pushing privatization ones laid plans pinochet chile. look economy. way fix economy eliminating nafta bringing back clinton era corporate taxes,privatization,NEUTRAL
people pushing privatization ones laid plans pinochet chile. look economy. way fix economy eliminating nafta bringing back clinton era corporate taxes,privatization,NEUTRAL
people pushing privatization ones laid plans pinochet chile. look economy. way fix economy eliminating nafta bringing back clinton era corporate taxes,privatization,NEUTRAL
n't discussed articles fact governments extend contracts financial reasons cost controls also allow certain disadvantaged businesses small business minority owned business women owned business gain contracts would n't otherwise. whether deemed economic development interfering market competition matter opinion 'm curious experts would evaluate part equation,privatization,FAVOR
people pushing privatization ones laid plans pinochet chile. look economy. way fix economy eliminating nafta bringing back clinton era corporate taxes,privatization,AGAINST
n't discussed articles fact governments extend contracts financial reasons cost controls also allow certain disadvantaged businesses small business minority owned business women owned business gain contracts would n't otherwise. whether deemed economic development interfering market competition matter opinion 'm curious experts would evaluate part equation,privatization,FAVOR
people pushing privatization ones laid plans pinochet chile. look economy. way fix economy eliminating nafta bringing back clinton era corporate taxes,privatization,AGAINST
n't think matters work rather managing workers overall spending. 've seen things done house take mta city run agencies abyssmal failure. 've also seen comes hr functions outsourced india customers left haivng deal people huge cultural differences yes sir ... sir .... thank asking sir well ... certainly help sir ... thank providing informatino sir blah blah ability think rather solely reading lines manual. matters intentions top. management truly cares job done well matter type workers hire. n't find right workers 'll keep firing staff increasing salaries whatever else takes,privatization,FAVOR
people pushing privatization ones laid plans pinochet chile. look economy. way fix economy eliminating nafta bringing back clinton era corporate taxes,privatization,FAVOR
conservative members gop foremost advocates privatization. also deplore government regulation. saw result bush administration. hundreds billions taxpayer dollars wasted bid contracts uncompetitively awarded corporations linked republicans including especially vice president dick cheney. little oversight accountability. privatization another vehicle exploitation middle class greedy rich,privatization,NEUTRAL
conservative members gop foremost advocates privatization. also deplore government regulation. saw result bush administration. hundreds billions taxpayer dollars wasted bid contracts uncompetitively awarded corporations linked republicans including especially vice president dick cheney. little oversight accountability. privatization another vehicle exploitation middle class greedy rich,privatization,NEUTRAL
important recognize infrastructure needed supply public good privatized infrastructure owner effective barrier entry charge whatever wants well excess publicly provided service. keep land fill transfer stations packer trucks etc public hands. bid operations. otherwise tony soprano takes,privatization,NEUTRAL
important recognize infrastructure needed supply public good privatized infrastructure owner effective barrier entry charge whatever wants well excess publicly provided service. keep land fill transfer stations packer trucks etc public hands. bid operations. otherwise tony soprano takes,privatization,NEUTRAL
important recognize infrastructure needed supply public good privatized infrastructure owner effective barrier entry charge whatever wants well excess publicly provided service. keep land fill transfer stations packer trucks etc public hands. bid operations. otherwise tony soprano takes,privatization,NEUTRAL
ideological undercurrent whole debate whether believe government enough job. question state institutions able run publicly paid institutions reflect public 's needs. fiscal conservatives n't want limit government want outsource. private sector interested profit. public sector interested fulfilling public 's interest. without government. shell whose surface big smiling millionaires high paid lobbyists n't provide service bureaucracy. bring idea government back,privatization,AGAINST
ideological undercurrent whole debate whether believe government enough job. question state institutions able run publicly paid institutions reflect public 's needs. fiscal conservatives n't want limit government want outsource. private sector interested profit. public sector interested fulfilling public 's interest. without government. shell whose surface big smiling millionaires high paid lobbyists n't provide service bureaucracy. bring idea government back,privatization,NEUTRAL
n't think matters work rather managing workers overall spending. 've seen things done house take mta city run agencies abyssmal failure. 've also seen comes hr functions outsourced india customers left haivng deal people huge cultural differences yes sir ... sir .... thank asking sir well ... certainly help sir ... thank providing informatino sir blah blah ability think rather solely reading lines manual. matters intentions top. management truly cares job done well matter type workers hire. n't find right workers 'll keep firing staff increasing salaries whatever else takes,privatization,NEUTRAL
must understand privatize industry run government long term cost us money taxpayers less oversight industries. profit added economic paradigm lieu non profit management. profit margin figured economic model formerly profit entity eventually cost us. plus corporations rights privacy public little access prisons water treatment facilities like actually run managed,privatization,NEUTRAL
n't think matters work rather managing workers overall spending. 've seen things done house take mta city run agencies abyssmal failure. 've also seen comes hr functions outsourced india customers left haivng deal people huge cultural differences yes sir ... sir .... thank asking sir well ... certainly help sir ... thank providing informatino sir blah blah ability think rather solely reading lines manual. matters intentions top. management truly cares job done well matter type workers hire. n't find right workers 'll keep firing staff increasing salaries whatever else takes,privatization,NEUTRAL
n't discussed articles fact governments extend contracts financial reasons cost controls also allow certain disadvantaged businesses small business minority owned business women owned business gain contracts would n't otherwise. whether deemed economic development interfering market competition matter opinion 'm curious experts would evaluate part equation,privatization,NEUTRAL
must understand privatize industry run government long term cost us money taxpayers less oversight industries. profit added economic paradigm lieu non profit management. profit margin figured economic model formerly profit entity eventually cost us. plus corporations rights privacy public little access prisons water treatment facilities like actually run managed,privatization,NEUTRAL
must understand privatize industry run government long term cost us money taxpayers less oversight industries. profit added economic paradigm lieu non profit management. profit margin figured economic model formerly profit entity eventually cost us. plus corporations rights privacy public little access prisons water treatment facilities like actually run managed,privatization,NEUTRAL
concur wholeheartedly much article. fact advanced degrees good skill sets get much better pay benefits private industry leave government regular basis contrary many claim government employment compensation benefits better. case private salary offered 3 x salary government better benefits well. problems top large never hear smaller government proponents,privatization,AGAINST
'm sick proponents glorifying benefits outsourcing americans lost jobs thanks lobbyists political leanings wall streets focus bottom line. correlation high unemployment rate outsourcing. shoring appropriate word one millions whose job gone shoring outsourcing mean thing job. biggest fear tea partiers republicans finish taking government apart rataionale getting spending control unemployment may higher. outsourcing mantra cheapest lowest cost neighbors children pay cost. wages paid india china brazil enough support american lifestyles communities housing. seen devastation outsourcing done communities 've traveled longer support. devastating cost long outweighed benefits,privatization,NEUTRAL
'm sick proponents glorifying benefits outsourcing americans lost jobs thanks lobbyists political leanings wall streets focus bottom line. correlation high unemployment rate outsourcing. shoring appropriate word one millions whose job gone shoring outsourcing mean thing job. biggest fear tea partiers republicans finish taking government apart rataionale getting spending control unemployment may higher. outsourcing mantra cheapest lowest cost neighbors children pay cost. wages paid india china brazil enough support american lifestyles communities housing. seen devastation outsourcing done communities 've traveled longer support. devastating cost long outweighed benefits,privatization,NEUTRAL
'm sick proponents glorifying benefits outsourcing americans lost jobs thanks lobbyists political leanings wall streets focus bottom line. correlation high unemployment rate outsourcing. shoring appropriate word one millions whose job gone shoring outsourcing mean thing job. biggest fear tea partiers republicans finish taking government apart rataionale getting spending control unemployment may higher. outsourcing mantra cheapest lowest cost neighbors children pay cost. wages paid india china brazil enough support american lifestyles communities housing. seen devastation outsourcing done communities 've traveled longer support. devastating cost long outweighed benefits,privatization,NEUTRAL
done worked civil servant along side private contractors. sadly nicole gelinas nailed 's cure real proble incompetent managers. surprise surprise managers always keep jobs private contractors displace civil servants grunt work. somebody 's got mismanage contractors right,privatization,NEUTRAL
think commenter 1 provides good example people closed minds. either n't read column convinced beliefs ignores facts data. appears instance something privatized despite evidence contrary presented dr.. warner. wants support privatization specific services show data,privatization,NEUTRAL
done worked civil servant along side private contractors. sadly nicole gelinas nailed 's cure real proble incompetent managers. surprise surprise managers always keep jobs private contractors displace civil servants grunt work. somebody 's got mismanage contractors right,privatization,NEUTRAL
done worked civil servant along side private contractors. sadly nicole gelinas nailed 's cure real proble incompetent managers. surprise surprise managers always keep jobs private contractors displace civil servants grunt work. somebody 's got mismanage contractors right,privatization,NEUTRAL
done worked civil servant along side private contractors. sadly nicole gelinas nailed 's cure real proble incompetent managers. surprise surprise managers always keep jobs private contractors displace civil servants grunt work. somebody 's got mismanage contractors right,privatization,NEUTRAL
think commenter 1 provides good example people closed minds. either n't read column convinced beliefs ignores facts data. appears instance something privatized despite evidence contrary presented dr.. warner. wants support privatization specific services show data,privatization,NEUTRAL
think commenter 1 provides good example people closed minds. either n't read column convinced beliefs ignores facts data. appears instance something privatized despite evidence contrary presented dr.. warner. wants support privatization specific services show data,privatization,NEUTRAL
n't discussed articles fact governments extend contracts financial reasons cost controls also allow certain disadvantaged businesses small business minority owned business women owned business gain contracts would n't otherwise. whether deemed economic development interfering market competition matter opinion 'm curious experts would evaluate part equation,privatization,NEUTRAL
n't discussed articles fact governments extend contracts financial reasons cost controls also allow certain disadvantaged businesses small business minority owned business women owned business gain contracts would n't otherwise. whether deemed economic development interfering market competition matter opinion 'm curious experts would evaluate part equation,privatization,NEUTRAL
n't discussed articles fact governments extend contracts financial reasons cost controls also allow certain disadvantaged businesses small business minority owned business women owned business gain contracts would n't otherwise. whether deemed economic development interfering market competition matter opinion 'm curious experts would evaluate part equation,privatization,NEUTRAL
n't discussed articles fact governments extend contracts financial reasons cost controls also allow certain disadvantaged businesses small business minority owned business women owned business gain contracts would n't otherwise. whether deemed economic development interfering market competition matter opinion 'm curious experts would evaluate part equation,privatization,AGAINST
n't think matters work rather managing workers overall spending. 've seen things done house take mta city run agencies abyssmal failure. 've also seen comes hr functions outsourced india customers left haivng deal people huge cultural differences yes sir ... sir .... thank asking sir well ... certainly help sir ... thank providing informatino sir blah blah ability think rather solely reading lines manual. matters intentions top. management truly cares job done well matter type workers hire. n't find right workers 'll keep firing staff increasing salaries whatever else takes,privatization,NEUTRAL
'm sick proponents glorifying benefits outsourcing americans lost jobs thanks lobbyists political leanings wall streets focus bottom line. correlation high unemployment rate outsourcing. shoring appropriate word one millions whose job gone shoring outsourcing mean thing job. biggest fear tea partiers republicans finish taking government apart rataionale getting spending control unemployment may higher. outsourcing mantra cheapest lowest cost neighbors children pay cost. wages paid india china brazil enough support american lifestyles communities housing. seen devastation outsourcing done communities 've traveled longer support. devastating cost long outweighed benefits,privatization,NEUTRAL
concur wholeheartedly much article. fact advanced degrees good skill sets get much better pay benefits private industry leave government regular basis contrary many claim government employment compensation benefits better. case private salary offered 3 x salary government better benefits well. problems top large never hear smaller government proponents,privatization,AGAINST
conservative members gop foremost advocates privatization. also deplore government regulation. saw result bush administration. hundreds billions taxpayer dollars wasted bid contracts uncompetitively awarded corporations linked republicans including especially vice president dick cheney. little oversight accountability. privatization another vehicle exploitation middle class greedy rich,privatization,FAVOR
concur wholeheartedly much article. fact advanced degrees good skill sets get much better pay benefits private industry leave government regular basis contrary many claim government employment compensation benefits better. case private salary offered 3 x salary government better benefits well. problems top large never hear smaller government proponents,privatization,AGAINST
large corporate institutions pushed outsourcing military functions caused skyrocketing costs provide basic logistics services forward deployed units. civil workers generally paid less get full benefits packages. overall cost far less subcontracting much higher paid layer executives take money wine dine government hacks make decision contract renewals. 's rife corruption ...,privatization,FAVOR
concur wholeheartedly much article. fact advanced degrees good skill sets get much better pay benefits private industry leave government regular basis contrary many claim government employment compensation benefits better. case private salary offered 3 x salary government better benefits well. problems top large never hear smaller government proponents,privatization,FAVOR
concur wholeheartedly much article. fact advanced degrees good skill sets get much better pay benefits private industry leave government regular basis contrary many claim government employment compensation benefits better. case private salary offered 3 x salary government better benefits well. problems top large never hear smaller government proponents,privatization,AGAINST
state guards gates major air force base privatized. security company took despite thousands soldiers base. least man owned security guard company took one day without paying guards. 's one case. nearly every instance knee jerk privatizers take workers lose pay benefits owners rake tax money services sink bottom deep dark pit. afghanistan iraq halliburton et al. rake billions year year take lion 's share farm work sub sub sub contractors get pennies dollar cheap ineffective job -- 's done. one power complains. stop madness,privatization,NEUTRAL
state guards gates major air force base privatized. security company took despite thousands soldiers base. least man owned security guard company took one day without paying guards. 's one case. nearly every instance knee jerk privatizers take workers lose pay benefits owners rake tax money services sink bottom deep dark pit. afghanistan iraq halliburton et al. rake billions year year take lion 's share farm work sub sub sub contractors get pennies dollar cheap ineffective job -- 's done. one power complains. stop madness,privatization,NEUTRAL
state guards gates major air force base privatized. security company took despite thousands soldiers base. least man owned security guard company took one day without paying guards. 's one case. nearly every instance knee jerk privatizers take workers lose pay benefits owners rake tax money services sink bottom deep dark pit. afghanistan iraq halliburton et al. rake billions year year take lion 's share farm work sub sub sub contractors get pennies dollar cheap ineffective job -- 's done. one power complains. stop madness,privatization,NEUTRAL
numerous studies show 70 percent 90 percent children women end commercial sex sexually abused prior entry. author seems imply sex workers people would suffered abuse. problem abuse came activity prostitution. abuse leads prostitution way around. banning prostitution nothing prevent abuse abuse real problem commercial sex. see valid argument legalizing prostitution would prevent prior abuse women children. could bettered argued legal outlets sexual urges cases abuse would decline,prostituion,AGAINST
think evidence shows change legal framework prostitution leads increase trafficking. example south korea 's tougher new prostitution laws saw increase women trafficked ouf country,prostituion,AGAINST
numerous studies show 70 percent 90 percent children women end commercial sex sexually abused prior entry. author seems imply sex workers people would suffered abuse. problem abuse came activity prostitution. abuse leads prostitution way around. banning prostitution nothing prevent abuse abuse real problem commercial sex. see valid argument legalizing prostitution would prevent prior abuse women children. could bettered argued legal outlets sexual urges cases abuse would decline,prostituion,NEUTRAL
legalizing prostitution cracking trafficking mutually exclusive. increased traffic amsterdam comes fact one city attracts men. prostitution legal every country europe would happen. prostitution dehumanize women. absolutely. get rid legalization theory offer protections n't currently exist,prostituion,NEUTRAL
think evidence shows change legal framework prostitution leads increase trafficking. example south korea 's tougher new prostitution laws saw increase women trafficked ouf country,prostituion,NEUTRAL
attended lecture phd psychologist former prostitute 40 years ago. gave detailed account dangers faced woman made logical argument legalization treatment sex workers citizens whose human rights respected. many replies women line work proves yet legalization answer. also idea represented statement people sale completely naive objectively false representation reality. people sell services labor welfare yes gratification others time. really need usa leaders start acting like northern europeans words like rational adults live world supposed enlightened reason compassion science technology,prostituion,AGAINST
attended lecture phd psychologist former prostitute 40 years ago. gave detailed account dangers faced woman made logical argument legalization treatment sex workers citizens whose human rights respected. many replies women line work proves yet legalization answer. also idea represented statement people sale completely naive objectively false representation reality. people sell services labor welfare yes gratification others time. really need usa leaders start acting like northern europeans words like rational adults live world supposed enlightened reason compassion science technology,prostituion,AGAINST
ms ramos n't adult women right decide want. n't equally coercive restrict freedom. also question realism argument. afaik prostitution seems major sector every known human society societys strict penaltys even death societys legal n't crimminlization like prohibition something doomed failure banning prostitution like banning alcohol drugs perhaps desirable doomed fail goes human nature. think also confusing social class prostitution much prostituion unpleasant around poverty coal mining unpleasant,prostituion,AGAINST
legalizing prostitution cracking trafficking mutually exclusive. increased traffic amsterdam comes fact one city attracts men. prostitution legal every country europe would happen. prostitution dehumanize women. absolutely. get rid legalization theory offer protections n't currently exist,prostituion,AGAINST
legal illegal prostitution continue. evident around world. sex basic inherent need prostitution go away regardless criminal penalties. rational approach bring ground gain transparency enforce safety regulations. things happen legalized prostitution. new zealand today great example legalized prostitution workers well treated safe,prostituion,AGAINST
legal illegal prostitution continue. evident around world. sex basic inherent need prostitution go away regardless criminal penalties. rational approach bring ground gain transparency enforce safety regulations. things happen legalized prostitution. new zealand today great example legalized prostitution workers well treated safe,prostituion,AGAINST
ms ramos n't adult women right decide want. n't equally coercive restrict freedom. also question realism argument. afaik prostitution seems major sector every known human society societys strict penaltys even death societys legal n't crimminlization like prohibition something doomed failure banning prostitution like banning alcohol drugs perhaps desirable doomed fail goes human nature. think also confusing social class prostitution much prostituion unpleasant around poverty coal mining unpleasant,prostituion,AGAINST
totally sexually repressive society question even comes. legal womens control sacrament temple sexual expression. women places go. plus since expensive clubs allow sex play short intercourse variety options members mingle. options minister intimacy needy. surrogates teenagers perhaps learner permits sexual education. confidential assistance teenagers sexual issues acceptable expression parphilias ways explore without actual sex. much violence abuse substance abuse breakup problems stalking comes limited options produce fixations. consider developing love caring based systems rather war based systems throughout society,prostituion,FAVOR
legal illegal prostitution continue. evident around world. sex basic inherent need prostitution go away regardless criminal penalties. rational approach bring ground gain transparency enforce safety regulations. things happen legalized prostitution. new zealand today great example legalized prostitution workers well treated safe,prostituion,FAVOR
strongly disagree author 's characterization prostitution strongly agree author 's suggestion. prostitutes certainly allowed say unwanted sex. current system within prostitution operates disempowered prostitutes -- leaving vulnerable clients employers law -- wishes easily disregarded. prostitution laws reversed johns pimps prostitutes commit crime prostitutes would much greater power avoid unwanted sexual contact violence perhaps much better chance getting business altogether,prostituion,AGAINST
think evidence shows change legal framework prostitution leads increase trafficking. example south korea 's tougher new prostitution laws saw increase women trafficked ouf country,prostituion,FAVOR
ms ramos n't adult women right decide want. n't equally coercive restrict freedom. also question realism argument. afaik prostitution seems major sector every known human society societys strict penaltys even death societys legal n't crimminlization like prohibition something doomed failure banning prostitution like banning alcohol drugs perhaps desirable doomed fail goes human nature. think also confusing social class prostitution much prostituion unpleasant around poverty coal mining unpleasant,prostituion,AGAINST
legalization prostitution point exploitation employers like legal brothels nevada exploitation workers something unique sex work. commenter rc pointed many workplaces abusive. always employers exploit workers matter kind work. n't respond exploitation making work illegal. 's right people ca n't tell difference sex slavery sex work. sex slavery horrible 's sex 's slavery. many people including well meaning people ca n't make distinction anything sex throws riot emotion ca n't calmly dispassionately distinguish non exploitive freely chosen sex work exploitation slavery. anybody tries look issue rationally branded naive best cold hearted colluding sex traffickers worst,prostituion,AGAINST
strongly disagree author 's characterization prostitution strongly agree author 's suggestion. prostitutes certainly allowed say unwanted sex. current system within prostitution operates disempowered prostitutes -- leaving vulnerable clients employers law -- wishes easily disregarded. prostitution laws reversed johns pimps prostitutes commit crime prostitutes would much greater power avoid unwanted sexual contact violence perhaps much better chance getting business altogether,prostituion,AGAINST
legal illegal prostitution continue. evident around world. sex basic inherent need prostitution go away regardless criminal penalties. rational approach bring ground gain transparency enforce safety regulations. things happen legalized prostitution. new zealand today great example legalized prostitution workers well treated safe,prostituion,AGAINST
legalizing prostitution cracking trafficking mutually exclusive. increased traffic amsterdam comes fact one city attracts men. prostitution legal every country europe would happen. prostitution dehumanize women. absolutely. get rid legalization theory offer protections n't currently exist,prostituion,AGAINST
believe working legal brothel cuts violence abuse safe choice people come also safe tested weekly sex protected safe legal establishment keeps girls streets away abusive pimps. working legal brothel 6 months happy,prostituion,AGAINST
think evidence shows change legal framework prostitution leads increase trafficking. example south korea 's tougher new prostitution laws saw increase women trafficked ouf country,prostituion,NEUTRAL
prohibition. boils society 's calvinist attitudes toward sex act. period. legalizing even unionizing prostitution brainer. safer worker client legal prostitution serves common good. like prohibition alcohol making prostitution illegal merely drives underground fosters criminal element causes danger trafficking potential enslavement,prostituion,FAVOR
work bunny ranch legal brothel nevada. nobody lives site ... live locally opposed fly country go home night. fly go whatever choose shift like job. also refuse client reason reason well able tosee prices activity change whim. ever problems extrodinarilly rare mebtioned clients know better response law fast. also university educated every opportunity world. chose line work free love. longer love leave,prostituion,AGAINST
work bunny ranch legal brothel nevada. nobody lives site ... live locally opposed fly country go home night. fly go whatever choose shift like job. also refuse client reason reason well able tosee prices activity change whim. ever problems extrodinarilly rare mebtioned clients know better response law fast. also university educated every opportunity world. chose line work free love. longer love leave,prostituion,AGAINST
strongly disagree author 's characterization prostitution strongly agree author 's suggestion. prostitutes certainly allowed say unwanted sex. current system within prostitution operates disempowered prostitutes -- leaving vulnerable clients employers law -- wishes easily disregarded. prostitution laws reversed johns pimps prostitutes commit crime prostitutes would much greater power avoid unwanted sexual contact violence perhaps much better chance getting business altogether,prostituion,FAVOR
legalising prostitution beginning long process emancipation. succesful emancipation develop without legal acces legally regulated prostitution important process cultural acceptance. long prostitution looked upon full emancipation remain impossible. breaking illegality prostituion vital pre -condition. know legalisation effects prostitution netherlands rather well believe legalisation complex problems related low social status profession. legal regulation said beginning,prostituion,AGAINST
ms ramos n't adult women right decide want. n't equally coercive restrict freedom. also question realism argument. afaik prostitution seems major sector every known human society societys strict penaltys even death societys legal n't crimminlization like prohibition something doomed failure banning prostitution like banning alcohol drugs perhaps desirable doomed fail goes human nature. think also confusing social class prostitution much prostituion unpleasant around poverty coal mining unpleasant,prostituion,FAVOR
legalising prostitution beginning long process emancipation. succesful emancipation develop without legal acces legally regulated prostitution important process cultural acceptance. long prostitution looked upon full emancipation remain impossible. breaking illegality prostituion vital pre -condition. know legalisation effects prostitution netherlands rather well believe legalisation complex problems related low social status profession. legal regulation said beginning,prostituion,AGAINST
legalising prostitution beginning long process emancipation. succesful emancipation develop without legal acces legally regulated prostitution important process cultural acceptance. long prostitution looked upon full emancipation remain impossible. breaking illegality prostituion vital pre -condition. know legalisation effects prostitution netherlands rather well believe legalisation complex problems related low social status profession. legal regulation said beginning,prostituion,AGAINST
legalizing prostitution cracking trafficking mutually exclusive. increased traffic amsterdam comes fact one city attracts men. prostitution legal every country europe would happen. prostitution dehumanize women. absolutely. get rid legalization theory offer protections n't currently exist,prostituion,FAVOR
violence inherent sex industry way criminality inherent business russia. private business russia illegal communism communism fell first strongest entrants people criminal backgrounds already engaging illegally. yet lost control enough time passed. similarly prostitution illegal many places even become legal tendency initially dominated sometimes violent pimps prevailed illegal. time passes large areas fully legal become less dominated criminal element less violent although never cease unpleasant ways,prostituion,FAVOR
numerous studies show 70 percent 90 percent children women end commercial sex sexually abused prior entry. author seems imply sex workers people would suffered abuse. problem abuse came activity prostitution. abuse leads prostitution way around. banning prostitution nothing prevent abuse abuse real problem commercial sex. see valid argument legalizing prostitution would prevent prior abuse women children. could bettered argued legal outlets sexual urges cases abuse would decline,prostituion,AGAINST
